"Year","Above Average","Below Average","Precipitation"
0,0,0,-6.252661290322585
0.25,0,-2.3981913000603683
0.5,0,-2.3174277300229065
0.75,0,-2.459905940135286
1,0,-2.725161290322582,4.1973387096774175
1.25,0,-3.012729140509876
1.5,0,-3.2221448506222536
1.75,0,-3.2529437805847934
2,0,-3.0046612903225807,-6.352661290322583
2.25,0,-2.4388833173356126
2.5,0,-1.7653981094235611
2.75,0,-1.2560444919610205
3,0,-1.182661290322585,-2.4926612903225838
3.25,0,-1.70697876958317
3.5,0,-2.550292953618996
3.75,0,-3.3237913060066155
4,0,-3.6386612903225846,-4.122661290322583
4.25,0,-3.224700596267226
4.5,0,-2.2861478180359676
4.75,0,-1.1458517759480173
5,0,-0.12666129032258056,2.857338709677414
5.25,0.5213759127165645,0
5.5,0.8394164838273639,0
5.75,0.9414181678631905,0
6,0.9413387096774173,0,-8.082661290322584
6.25,0.9318542034654698,0
6.5,0.9205141407910062,0
6.75,0.893586362559752,0
7,0.8373387096774181,0,11.207338709677416
7.25,0.7525520314860543,0
7.5,0.698059211073101,0
7.75,0.7472061399622945,0
8,0.9733387096774138,0,2.847338709677416
8.25,1.4069699286547888,0
8.5,1.9072812729810877,0
8.75,2.290621335655551,0
9,2.3733387096774194,0,-4.642661290322582
9.25,2.032881761959267,0
9.5,1.3910979550670248,0
9.75,0.6309345254799936,0
10,0,-0.06466129032258294,3.537338709677414
10.25,0,-0.5386834684273509
10.5,0,-0.7378908351847073
10.75,0,-0.6349834295110028
11,0,-0.20266129032258107,-1.0826612903225836
11.25,0.5360093698146287,0
11.5,1.3564976437363114,0
11.75,1.9839064506285453,0
12,2.1433387096774155,0,-0.9826612903225822
12.25,1.6592407472333477,0
12.5,0.7534325183039954,0
12.75,0,-0.2529226149386474
13,0,-1.0386612903225831,2.1573387096774184
13.25,0,-1.3679401006835015
13.5,0,-1.3461954588877738
13.75,0,-1.1641837328094553
14,0,-1.0126612903225833,7.087338709677418
14.25,0,-1.03741683643484
14.5,0,-1.20436842468839
14.75,0,-1.434466445759039
15,0,-1.6486612903225861,-12.372661290322583
15.25,0,-1.7962665455126547
15.5,0,-1.9400485842941713
15.75,0,-2.171136976089901
16,0,-2.5806612903225847,-0.9526612903225846
16.25,0,-3.202859723450061
16.5,0,-3.844404980070429
16.75,0,-4.25507839181688
17,0,-4.18466129032258,-4.162661290322582
17.25,0,-3.48204355262261
17.5,0,-2.3925492373596065
17.75,0,-1.260610948578087
18,0,-0.4306612903225826,-2.5026612903225853
18.25,0,-0.15396505799498783
18.5,0,-0.3091158124266471
18.75,0,-0.6815393058062753
19,0,-1.0566612903225838,-0.932661290322585
19.25,0,-1.2655952073329395
19.5,0,-1.32220525486931
19.75,0,-1.2860433201323218
20,0,-1.2166612903225875,6.397338709677413
20.25,0,-1.1568406046087603
20.5,0,-1.0822809100316206
20.75,0,-0.9519114055999616
21,0,-0.7246612903225902,-4.082661290322584
21.25,0,-0.38679136616753595
21.5,0,-0.03388884693974603
21.75,0.21112745059662785,0
22,0.2253387096774091,0,-4.962661290322583
22.25,0,-0.06533667265662757
22.5,0,-0.5396314441449519
22.75,0,-1.0274411387220894
23,0,-1.358661290322587,-0.04266129032258448
23.25,0,-1.409173435141497
23.5,0,-1.2388031184159907
23.75,0,-0.9533618876437835
24,0,-0.6586612903225877,3.817338709677415
24.25,0,-0.44121857871292747
24.5,0,-0.3103738241266072
24.75,0,-0.25617280263828235
25,0,-0.2686612903225907,-1.522661290322585
25.25,0,-0.3388887419423412
25.5,0,-0.461919327013085
25.75,0,-0.6338208937385943
26,0,-0.8506612903225914,-0.5826612903225836
26.25,0,-1.1060379454532665
26.5,0,-1.3836666097565704
26.75,0,-1.6647926143428826
27,0,-1.9306612903225897,-3.0126612903225833
27.25,0,-2.163927218180131
27.5,0,-2.3528819758961674
27.75,0,-2.487226390825416
28,0,-2.556661290322591,-2.9526612903225846
28.25,0,-2.5588771737617435
28.5,0,-2.5235232285942892
28.75,0,-2.488238314290985
29,0,-2.4906612903225884,-1.5826612903225836
29.25,0,-2.551469328708432
29.5,0,-2.6234928516622027
29.75,0,-2.642600593946163
30,0,-2.5446612903225834,-4.652661290322584
30.25,0,-2.2917445033400483
30.5,0,-1.9507231066924184
30.75,0,-1.6146708018598694
31,0,-1.376661290322584,-0.25266129032258533
31.25,0,-1.305082899866882
31.5,0,-1.369582463503633
31.75,0,-1.515121440549862
32,0,-1.6866612903225864,-3.282661290322583
32.25,0,-1.8373291391279452
32.5,0,-1.9529147812285608
32.75,0,-2.027373677876195
33,0,-2.054661290322585,2.8873387096774152
33.25,0,-2.0291932855568575
33.5,0,-1.9472261535176294
33.75,0,-1.8054765898808753
34,0,-1.6006612903225914,-3.1326612903225843
34.25,0,-1.345771710580145
34.5,0,-1.118898346636449
34.75,0,-1.0144064545358304
35,0,-1.1266612903225877,-6.492661290322584
35.25,0,-1.5139376140581113
35.5,0,-2.0901482018721076
35.75,0,-2.733115333911339
36,0,-3.3206612903225903,2.017338709677418
36.25,0,-3.749226825122939
36.5,0,-3.989726587810658
36.75,0,-4.0316937017543495
37,0,-3.864661290322587,-0.9126612903225819
37.25,0,-3.5044040773856757
37.5,0,-3.0716631888207786
37.75,0,-2.71342135100679
38,0,-2.5766612903225905,-8.082661290322584
38.25,0,-2.7646871072698964
38.5,0,-3.2060883988417537
38.75,0,-3.7857761361540234
39,0,-4.388661290322588,-5.852661290322583
39.25,0,-4.907346485470271
39.5,0,-5.265200957747744
39.75,0,-5.393285596312641
